Time(s)	Force(N)	Travel(mm)	Voltage(V)	Current(A)
32.033811	0.020000	0.000000	0.000000	0.000000
32.049835	0.020000	0.000000	0.000000	0.000000
32.064727	0.020000	0.000000	0.000000	0.000000
32.077705	0.020000	0.000000	0.000000	0.000000
32.093653	0.020000	0.000000	0.000000	0.000000
32.107878	0.020000	0.000000	0.000000	0.000000
32.123611	0.020000	0.000000	0.000000	0.000000
32.136539	0.020000	0.000000	0.000000	0.000000
32.167454	0.020000	0.000000	0.000000	0.000000
32.183411	0.020000	0.000000	0.000000	0.000000
32.196377	0.020000	0.000000	0.000000	0.000000
32.215325	0.020000	0.000000	0.000000	0.000000
32.229289	0.020000	0.000000	0.000000	0.000000
32.249235	0.020000	0.000000	0.000000	0.000000
32.263197	0.020000	0.000000	0.000000	0.000000
32.279155	0.020000	0.000000	0.000000	0.000000
32.296110	0.020000	0.000000	0.000000	0.000000
32.328024	0.020000	0.000000	0.001000	0.000000
32.340993	0.020000	0.000000	0.001000	0.000000
32.359938	0.020000	0.000000	0.001000	0.000000
32.371906	0.020000	0.000000	0.001000	0.000000
32.389859	0.020000	0.000000	0.001000	0.000000
32.402825	0.020000	0.000000	0.001000	0.000000
32.419779	0.020000	0.000000	0.001000	0.000000
32.431747	0.020000	0.000000	0.001000	0.000000
32.449698	0.020000	0.000000	0.001000	0.000000
32.466654	0.020000	0.000000	0.001000	0.000000
32.489592	0.020000	0.000000	0.001000	0.000000
32.509542	0.020000	0.000000	0.001000	0.000000
32.544453	0.020000	0.000000	0.001000	0.000000
32.558414	0.020000	0.000000	0.001000	0.000000
32.574366	0.020000	0.000000	0.001000	0.000000
32.588327	0.020000	0.000000	0.001000	0.000000
32.603288	0.020000	0.000000	0.001000	0.000000
32.618248	0.020000	0.000000	0.001000	0.000000
32.651161	0.020000	0.000000	0.001000	0.000000
32.669113	0.020000	0.000000	0.001000	0.000000
32.684072	0.020000	0.000000	0.001000	0.000000
32.698034	0.020000	0.000000	0.001000	0.000000
32.711998	0.020000	0.000000	0.001000	0.000000
32.723966	0.020000	0.000000	0.001000	0.000000
32.738653	0.020000	0.000000	0.001000	0.000000
32.754615	0.020000	0.000000	0.001000	0.000000
32.775558	0.020000	0.000000	0.001000	0.000000
32.812463	0.020000	0.000000	0.001000	0.000000
32.825422	0.020000	0.000000	0.001000	0.000000
32.847372	0.020000	0.000000	0.001000	0.000000
32.863318	0.020000	0.000000	0.001000	0.000000
32.886258	0.020000	0.000000	0.001000	0.000000
32.900221	0.020000	0.000000	0.001000	0.000000
32.913185	0.020000	0.000000	0.001000	0.000000
32.931139	0.020000	0.000000	0.001000	0.000000
32.946097	0.020000	0.000000	0.001000	0.000000
32.972027	0.020000	0.000000	0.001000	0.000000
32.984993	0.020000	0.000000	0.001000	0.000000
33.002944	0.020000	0.000000	0.001000	0.000000
33.018913	0.020000	0.000000	0.001000	0.000000
33.032865	0.020000	0.000000	0.001000	0.000000
33.049820	0.020000	0.000000	0.001000	0.000000
33.065776	0.020000	0.000000	0.001000	0.000000
33.079742	0.020000	0.000000	0.001000	0.000000
33.095697	0.020000	0.000000	0.001000	0.000000
33.109660	0.020000	0.000000	0.001000	0.000000
33.132598	0.020000	0.000000	0.001000	0.000000
33.150549	0.020000	0.000000	0.001000	0.000000
33.166508	0.020000	0.000000	0.001000	0.000000
33.184459	0.020000	0.000000	0.001000	0.000000
33.198421	0.020000	0.000000	0.001000	0.000000
33.210391	0.020000	0.000000	0.001000	0.000000
33.229340	0.020000	0.000000	0.001000	0.000000
33.242305	0.020000	0.000000	0.001000	0.000000
33.262252	0.020000	0.000000	0.001000	0.000000
33.294166	0.020000	0.000000	0.001000	0.000000
33.306133	0.020000	0.000000	0.001000	0.000000
33.323089	0.020000	0.000000	0.001000	0.000000
33.339046	0.020000	0.000000	0.001000	0.000000
33.355004	0.020000	0.000000	0.001000	0.000000
33.369965	0.020000	0.000000	0.001000	0.000000
33.383925	0.020000	0.000000	0.001000	0.000000
33.397889	0.020000	0.000000	0.001000	0.000000
33.412848	0.020000	0.000000	0.001000	0.000000
33.428806	0.020000	0.000000	0.001000	0.000000
33.454738	0.020000	0.000000	0.001000	0.000000
33.468700	0.020000	0.000000	0.001000	0.000000
33.485653	0.020000	0.000000	0.001000	0.000000
33.498619	0.020000	0.000000	0.001000	0.000000
33.516572	0.020000	0.000000	0.001000	0.000000
33.532532	0.020000	0.000000	0.001000	0.000000
33.544497	0.020000	0.000000	0.001000	0.000000
33.563447	0.020000	0.000000	0.001000	0.000000
33.575416	0.020000	0.000000	0.001000	0.000000
33.616311	0.020000	0.000000	0.001000	0.000000
33.632262	0.020000	0.000000	0.001000	0.000000
33.646225	0.020000	0.000000	0.001000	0.000000
33.662183	0.020000	0.000000	0.001000	0.000000
33.674153	0.020000	0.000000	0.001000	0.000000
33.691105	0.020000	0.000000	0.001000	0.000000
33.705073	0.020000	0.000000	0.001000	0.000000
33.721023	0.020000	0.000000	0.001000	0.000000
33.733990	0.020000	0.000000	0.001000	0.000000
33.745957	0.020000	0.000000	0.001000	0.000000
33.777874	0.020000	0.000000	0.001000	0.000000
33.796824	0.020000	0.000000	0.001000	0.000000
33.826743	0.020000	0.000000	0.001000	0.000000
33.841706	0.020000	0.000000	0.001000	0.000000
33.863666	0.020000	0.000000	0.001000	0.000000
33.879599	0.020000	0.000000	0.001000	0.000000
33.897552	0.020000	0.000000	0.001000	0.000000
33.938441	0.020000	0.000000	0.001000	0.000000
33.958391	0.020000	0.000000	0.001000	0.000000
33.987313	0.020000	0.000000	0.001000	0.000000
34.003268	0.020000	0.000000	0.001000	0.000000
34.018229	0.020000	0.000000	0.001000	0.000000
34.037461	0.020000	0.000000	0.001000	0.000000
34.061398	0.020000	0.000000	0.001000	0.000000
34.078359	0.020000	0.000000	0.001000	0.000000
34.099294	0.020000	0.000000	0.001000	0.000000
34.121237	0.020000	0.000000	0.001000	0.000000
34.156655	0.020000	0.000000	0.001000	0.000000
34.178596	0.020000	0.000000	0.001000	0.000000
34.191561	0.020000	0.000000	0.001000	0.000000
34.214500	0.020000	0.000000	0.001000	0.000000
34.227466	0.020000	0.000000	0.001000	0.000000
34.260377	0.020000	0.000000	0.000000	0.000000
34.280324	0.020000	0.000000	0.000000	0.000000
34.291294	0.020000	0.000000	0.000000	0.000000
34.307251	0.020000	0.000000	0.000000	0.000000
34.322214	0.020000	0.000000	0.000000	0.000000
34.335176	0.020000	0.000000	0.000000	0.000000
34.349139	0.020000	0.000000	0.000000	0.000000
34.365098	0.020000	0.000000	0.000000	0.000000
34.380056	0.020000	0.000000	0.000000	0.000000
34.394028	0.020000	0.000000	0.000000	0.000000
34.420948	0.020000	0.000000	0.000000	0.000000
34.432916	0.020000	0.000000	0.000000	0.000000
34.448873	0.020000	0.000000	0.000000	0.000000
34.467825	0.020000	0.000000	0.000000	0.000000
34.499775	0.020000	0.000000	0.000000	0.000000
34.513705	0.020000	0.000000	0.000000	0.000000
34.527662	0.020000	0.000000	0.000000	0.000000
34.542623	0.020000	0.000000	0.000000	0.000000
34.581518	0.020000	0.000000	0.001000	0.000000
34.601467	0.020000	0.000000	0.001000	0.000000
34.624403	0.020000	0.000000	0.001000	0.000000
34.636371	0.020000	0.000000	0.001000	0.000000
34.656322	0.020000	0.000000	0.001000	0.000000
34.684244	0.020000	0.000000	0.001000	0.000000
34.704191	0.020000	0.000000	0.001000	0.000000
34.718153	0.020000	0.000000	0.001000	0.000000
34.743086	0.020000	0.000000	0.001000	0.000000
34.759047	0.020000	0.000000	0.001000	0.000000
34.781983	0.020000	0.000000	0.001000	0.000000
34.797941	0.020000	0.000000	0.001000	0.000000
34.810905	0.020000	0.000000	0.001000	0.000000
34.827858	0.020000	0.000000	0.001000	0.000000
34.839827	0.020000	0.000000	0.001000	0.000000
34.857778	0.020000	0.000000	0.001000	0.000000
34.870745	0.020000	0.000000	0.001000	0.000000
34.903681	0.020000	0.000000	0.001000	0.000000
34.924603	0.020000	0.000000	0.001000	0.000000
34.953522	0.020000	0.000000	0.001000	0.000000
34.969482	0.020000	0.000000	0.001000	0.000000
34.992424	0.020000	0.000000	0.001000	0.000000
35.013365	0.020000	0.000000	0.001000	0.000000
35.043284	0.020000	0.000000	0.001000	0.000000
35.065742	0.020000	0.000000	0.001000	0.000000
35.080698	0.020000	0.000000	0.001000	0.000000
35.100649	0.020000	0.000000	0.001000	0.000000
35.120590	0.020000	0.000000	0.001000	0.000000
35.152503	0.020000	0.000000	0.001000	0.000000
35.168461	0.020000	0.000000	0.001000	0.000000
35.180429	0.020000	0.000000	0.001000	0.000000
35.192398	0.020000	0.000000	0.001000	0.000000
35.226306	0.020000	0.000000	0.001000	0.000000
35.241267	0.020000	0.000000	0.001000	0.000000
35.256227	0.020000	0.000000	0.001000	0.000000
35.272184	0.020000	0.000000	0.001000	0.000000
35.286146	0.020000	0.000000	0.001000	0.000000
35.302103	0.020000	0.000000	0.001000	0.000000
35.318061	0.020000	0.000000	0.001000	0.000000
35.335015	0.020000	0.000000	0.001000	0.000000
35.348979	0.020000	0.000000	0.001000	0.000000
35.366930	0.020000	0.000000	0.001000	0.000000
35.386876	0.020000	0.000000	0.001000	0.000000
35.399842	0.020000	0.000000	0.001000	0.000000
35.417794	0.020000	0.000000	0.001000	0.000000
35.430763	0.020000	0.000000	0.001000	0.000000
35.448712	0.020000	0.000000	0.001000	0.000000
35.462692	0.020000	0.000000	0.001000	0.000000
35.476637	0.020000	0.000000	0.001000	0.000000
35.488605	0.020000	0.000000	0.001000	0.000000
35.505559	0.020000	0.000000	0.001000	0.000000
35.522514	0.020000	0.000000	0.001000	0.000000
35.547454	0.020000	0.000000	0.001000	0.000000
35.563404	0.020000	0.000000	0.001000	0.000000
35.580360	0.020000	0.000000	0.001000	0.000000
35.620253	0.020000	0.000000	0.001000	0.000000
35.634228	0.020000	0.000000	0.001000	0.000000
35.651170	0.020000	0.000000	0.001000	0.000000
35.664137	0.020000	0.000000	0.001000	0.000000
35.679108	0.020000	0.000000	0.001000	0.000000
35.709014	0.020000	0.000000	0.001000	0.000000
35.725970	0.020000	0.000000	0.001000	0.000000
35.739933	0.020000	0.000000	0.001000	0.000000
35.756887	0.020000	0.000000	0.001000	0.000000
35.770850	0.020000	0.000000	0.001000	0.000000
35.788802	0.020000	0.000000	0.001000	0.000000
35.812747	0.020000	0.000000	0.001000	0.000000
35.825704	0.020000	0.000000	0.001000	0.000000
35.841660	0.020000	0.000000	0.001000	0.000000
35.869586	0.020000	0.000000	0.001000	0.000000
35.886540	0.020000	0.000000	0.001000	0.000000
35.902500	0.020000	0.000000	0.001000	0.000000
35.915463	0.020000	0.000000	0.001000	0.000000
35.933416	0.020000	0.000000	0.001000	0.000000
35.957353	0.020000	0.000000	0.001000	0.000000
35.971314	0.020000	0.000000	0.001000	0.000000
35.989265	0.020000	0.000000	0.001000	0.000000
36.031154	0.020000	0.000000	0.001000	0.000000
36.048109	0.020000	0.000000	0.001000	0.000000
36.061083	0.020000	0.000000	0.001000	0.000000
36.084017	0.020000	0.000000	0.001000	0.000000
36.113933	0.020000	0.000000	0.001000	0.000000
36.131886	0.020000	0.000000	0.001000	0.000000
36.146844	0.020000	0.000000	0.001000	0.000000
36.164797	0.020000	0.000000	0.001000	0.000000
36.191724	0.020000	0.000000	0.001000	0.000000
36.204690	0.020000	0.000000	0.001000	0.000000
36.222641	0.020000	0.000000	0.001000	0.000000
36.240594	0.020000	0.000000	0.001000	0.000000
36.253558	0.020000	0.000000	0.001000	0.000000
36.272508	0.020000	0.000000	0.001000	0.000000
36.283479	0.020000	0.000000	0.001000	0.000000
36.296444	0.020000	0.000000	0.001000	0.000000
36.313400	0.020000	0.000000	0.001000	0.000000
36.330355	0.020000	0.000000	0.001000	0.000000
36.344316	0.020000	0.000000	0.000000	0.000000
36.370759	0.020000	0.000000	0.000000	0.000000
36.387714	0.020000	0.000000	0.000000	0.000000
36.401676	0.020000	0.000000	0.000000	0.000000
36.418633	0.020000	0.000000	0.000000	0.000000
36.433591	0.020000	0.000000	0.000000	0.000000
36.447553	0.020000	0.000000	0.000000	0.000000
36.463511	0.020000	0.000000	0.000000	0.000000
36.478471	0.020000	0.000000	0.000000	0.000000
36.492433	0.020000	0.000000	0.000000	0.000000
36.505399	0.020000	0.000000	0.000000	0.000000
36.531330	0.020000	0.000000	0.000000	0.000000
36.543297	0.020000	0.000000	0.000000	0.000000
36.560251	0.020000	0.000000	0.000000	0.000000
36.572219	0.020000	0.000000	0.000000	0.000000
36.591169	0.020000	0.000000	0.000000	0.000000
36.607126	0.020000	0.000000	0.000000	0.000000
36.622087	0.020000	0.000000	0.000000	0.000000
36.639040	0.020000	0.000000	0.000000	0.000000
36.652006	0.020000	0.000000	0.000000	0.000000
36.669958	0.020000	0.000000	0.001000	0.000000
36.692896	0.020000	0.000000	0.001000	0.000000
36.707856	0.020000	0.000000	0.001000	0.000000
36.722817	0.020000	0.000000	0.001000	0.000000
36.736779	0.020000	0.000000	0.001000	0.000000
36.751739	0.020000	0.000000	0.001000	0.000000
36.765735	0.020000	0.000000	0.001000	0.000000
36.782691	0.020000	0.000000	0.001000	0.000000
36.795659	0.020000	0.000000	0.001000	0.000000
36.807622	0.020000	0.000000	0.001000	0.000000
36.825575	0.020000	0.000000	0.001000	0.000000
36.853500	0.020000	0.000000	0.001000	0.000000
36.866467	0.020000	0.000000	0.001000	0.000000
36.883421	0.020000	0.000000	0.001000	0.000000
36.895387	0.020000	0.000000	0.001000	0.000000
36.912345	0.020000	0.000000	0.001000	0.000000
36.927303	0.020000	0.000000	0.001000	0.000000
36.942263	0.020000	0.000000	0.001000	0.000000
36.954229	0.020000	0.000000	0.001000	0.000000
36.973180	0.020000	0.000000	0.001000	0.000000
36.989137	0.020000	0.000000	0.001000	0.000000
37.014071	0.020000	0.000000	0.001000	0.000000
37.026038	0.020000	0.000000	0.001000	0.000000
37.042993	0.020000	0.000000	0.001000	0.000000
37.058950	0.020000	0.000000	0.001000	0.000000
37.071915	0.020000	0.000000	0.001000	0.000000
37.086877	0.020000	0.000000	0.001000	0.000000
37.097847	0.020000	0.000000	0.001000	0.000000
37.115799	0.020000	0.000000	0.001000	0.000000
37.131756	0.020000	0.000000	0.001000	0.000000
37.144722	0.020000	0.000000	0.001000	0.000000
37.175638	0.020000	0.000000	0.001000	0.000000
37.191595	0.020000	0.000000	0.001000	0.000000
37.205558	0.020000	0.000000	0.001000	0.000000
37.222513	0.020000	0.000000	0.001000	0.000000
37.237480	0.020000	0.000000	0.001000	0.000000
37.252433	0.020000	0.000000	0.001000	0.000000
37.268390	0.020000	0.000000	0.001000	0.000000
37.283350	0.020000	0.000000	0.001000	0.000000
37.298311	0.020000	0.000000	0.001000	0.000000
37.310279	0.020000	0.000000	0.001000	0.000000
37.336209	0.020000	0.000000	0.001000	0.000000
37.353163	0.020000	0.000000	0.001000	0.000000
37.366129	0.020000	0.000000	0.001000	0.000000
37.383084	0.020000	0.000000	0.001000	0.000000
37.398045	0.020000	0.000000	0.001000	0.000000
37.414001	0.020000	0.000000	0.001000	0.000000
37.427964	0.020000	0.000000	0.001000	0.000000
37.446926	0.020000	0.000000	0.001000	0.000000
37.459877	0.020000	0.000000	0.001000	0.000000
37.476833	0.020000	0.000000	0.001000	0.000000
37.497776	0.020000	0.000000	0.001000	0.000000
37.514731	0.020000	0.000000	0.001000	0.000000
37.527697	0.020000	0.000000	0.001000	0.000000
37.547643	0.020000	0.000000	0.001000	0.000000
37.563601	0.020000	0.000000	0.001000	0.000000
37.577563	0.020000	0.000000	0.001000	0.000000
37.604490	0.020000	0.000000	0.001000	0.000000
37.620449	0.020000	0.000000	0.001000	0.000000
37.639398	0.020000	0.000000	0.001000	0.000000
37.658348	0.020000	0.000000	0.001000	0.000000
37.674304	0.020000	0.000000	0.001000	0.000000
37.689267	0.020000	0.000000	0.001000	0.000000
37.714205	0.020000	0.000000	0.001000	0.000000
37.727163	0.020000	0.000000	0.001000	0.000000
37.748115	0.020000	0.000000	0.001000	0.000000
37.769052	0.020000	0.000000	0.001000	0.000000
37.782017	0.020000	0.000000	0.001000	0.000000
37.793985	0.020000	0.000000	0.001000	0.000000
37.818918	0.020000	0.000000	0.001000	0.000000
37.837867	0.020000	0.000000	0.001000	0.000000
37.852827	0.020000	0.000000	0.001000	0.000000
37.869782	0.020000	0.000000	0.001000	0.000000
37.885738	0.020000	0.000000	0.001000	0.000000
37.903691	0.020000	0.000000	0.001000	0.000000
37.916656	0.020000	0.000000	0.001000	0.000000
37.933613	0.020000	0.000000	0.001000	0.000000
37.948582	0.020000	0.000000	0.001000	0.000000
37.965527	0.020000	0.000000	0.001000	0.000000
37.980486	0.020000	0.000000	0.001000	0.000000
37.997441	0.020000	0.000000	0.001000	0.000000
38.011404	0.020000	0.000000	0.001000	0.000000
38.028357	0.020000	0.000000	0.001000	0.000000
38.043319	0.020000	0.000000	0.001000	0.000000
38.057280	0.020000	0.000000	0.001000	0.000000
38.070246	0.020000	0.000000	0.001000	0.000000
38.085207	0.020000	0.000000	0.001000	0.000000
38.099170	0.020000	0.000000	0.001000	0.000000
38.116124	0.020000	0.000000	0.001000	0.000000
38.141057	0.020000	0.000000	0.001000	0.000000
38.158010	0.020000	0.000000	0.001000	0.000000
38.171974	0.020000	0.000000	0.001000	0.000000
38.187931	0.020000	0.000000	0.001000	0.000000
38.202893	0.020000	0.000000	0.001000	0.000000
38.215857	0.020000	0.000000	0.001000	0.000000
38.233808	0.020000	0.000000	0.001000	0.000000
38.247770	0.020000	0.000000	0.001000	0.000000
38.269712	0.020000	0.000000	0.001000	0.000000
38.302623	0.020000	0.000000	0.001000	0.000000
38.319578	0.020000	0.000000	0.001000	0.000000
38.332543	0.020000	0.000000	0.001000	0.000000
38.347505	0.020000	0.000000	0.001000	0.000000
38.367450	0.020000	0.000000	0.001000	0.000000
38.380431	0.020000	0.000000	0.001000	0.000000
38.399365	0.020000	0.000000	0.001000	0.000000
38.418314	0.020000	0.000000	0.001000	0.000000
38.430283	0.020000	0.000000	0.001000	0.000000
38.463194	0.020000	0.000000	0.001000	0.000000
38.478154	0.020000	0.000000	0.001000	0.000000
38.500099	0.020000	0.000000	0.001000	0.000000
38.520042	0.020000	0.000000	0.001000	0.000000
38.539990	0.020000	0.000000	0.001000	0.000000
38.554495	0.020000	0.000000	0.001000	0.000000
38.574042	0.020000	0.000000	0.001000	0.000000
38.587241	0.020000	0.000000	0.001000	0.000000
38.602285	0.020000	0.000000	0.001000	0.000000
38.624226	0.020000	0.000000	0.001000	0.000000
38.637193	0.020000	0.000000	0.001000	0.000000
38.658135	0.020000	0.000000	0.001000	0.000000
38.674092	0.020000	0.000000	0.001000	0.000000
38.689053	0.020000	0.000000	0.001000	0.000000
38.703015	0.020000	0.000000	0.001000	0.000000
38.723958	0.020000	0.000000	0.001000	0.000000
38.735926	0.020000	0.000000	0.001000	0.000000
38.754876	0.020000	0.000000	0.001000	0.000000
38.785793	0.020000	0.000000	0.001000	0.000000
38.803745	0.020000	0.000000	0.001000	0.000000
38.819705	0.020000	0.000000	0.001000	0.000000
38.834664	0.020000	0.000000	0.001000	0.000000
38.849626	0.020000	0.000000	0.001000	0.000000
38.864584	0.020000	0.000000	0.001000	0.000000
38.882545	0.020000	0.000000	0.001000	0.000000
38.901498	0.020000	0.000000	0.001000	0.000000
38.915459	0.020000	0.000000	0.001000	0.000000
38.946363	0.020000	0.000000	0.001000	0.000000
38.958331	0.020000	0.000000	0.001000	0.000000
38.976284	0.020000	0.000000	0.001000	0.000000
38.989250	0.020000	0.000000	0.001000	0.000000
39.012188	0.020000	0.000000	0.001000	0.000000
39.024158	0.020000	0.000000	0.001000	0.000000
39.040112	0.020000	0.000000	0.001000	0.000000
39.055073	0.020000	0.000000	0.001000	0.000000
39.069035	0.020000	0.000000	0.001000	0.000000
39.107933	0.020000	0.000000	0.001000	0.000000
39.128885	0.020000	0.000000	0.001000	0.000000
39.160794	0.020000	0.000000	0.001000	0.000000
39.175760	0.020000	0.000000	0.001000	0.000000
39.202681	0.020000	0.000000	0.001000	0.000000
39.214647	0.020000	0.000000	0.001000	0.000000
39.229607	0.020000	0.000000	0.001000	0.000000
39.268562	0.020000	0.000000	0.001000	0.000000
39.286455	0.020000	0.000000	0.001000	0.000000
39.310391	0.020000	0.000000	0.001000	0.000000
39.329339	0.020000	0.000000	0.001000	0.000000
39.343310	0.020000	0.000000	0.001000	0.000000
39.355269	0.020000	0.000000	0.001000	0.000000
39.373233	0.020000	0.000000	0.001000	0.000000
39.390038	0.020000	0.000000	0.001000	0.000000
39.404034	0.020000	0.000000	0.001000	0.000000
39.429930	0.020000	0.000000	0.001000	0.000000
39.444889	0.020000	0.000000	0.001000	0.000000
39.459851	0.020000	0.000000	0.001000	0.000000
39.474810	0.020000	0.000000	0.001000	0.000000
39.490774	0.020000	0.000000	0.001000	0.000000
39.505733	0.020000	0.000000	0.001000	0.000000
39.522694	0.020000	0.000000	0.001000	0.000000
39.536651	0.020000	0.000000	0.001000	0.000000
39.554604	0.020000	0.000000	0.001000	0.000000
39.567570	0.020000	0.000000	0.001000	0.000000
39.591020	0.020000	0.000000	0.001000	0.000000
39.604980	0.020000	0.000000	0.001000	0.000000
39.623927	0.020000	0.000000	0.001000	0.000000
39.640882	0.020000	0.000000	0.001000	0.000000
39.654845	0.020000	0.000000	0.001000	0.000000
39.671800	0.020000	0.000000	0.001000	0.000000
39.683284	0.020000	0.000000	0.001000	0.000000
39.700243	0.020000	0.000000	0.001000	0.000000
39.718184	0.020000	0.000000	0.001000	0.000000
39.751096	0.020000	0.000000	0.001000	0.000000
39.767054	0.020000	0.000000	0.001000	0.000000
39.787998	0.020000	0.000000	0.001000	0.000000
39.801962	0.020000	0.000000	0.001000	0.000000
39.818916	0.020000	0.000000	0.001000	0.000000
39.831885	0.020000	0.000000	0.001000	0.000000
39.845842	0.020000	0.000000	0.001000	0.000000
39.862800	0.020000	0.000000	0.001000	0.000000
39.886734	0.020000	0.000000	0.001000	0.000000
39.912700	0.020000	0.000000	0.001000	0.000000
39.928655	0.020000	0.000000	0.001000	0.000000
39.942842	0.020000	0.000000	0.001000	0.000000
39.954551	0.020000	0.000000	0.001000	0.000000
39.973502	0.020000	0.000000	0.001000	0.000000
39.985469	0.020000	0.000000	0.001000	0.000000
40.003684	0.020000	0.000000	0.001000	0.000000
