Time(s)	Force(N)	Travel(mm)	Voltage(V)	Current(A)
22.000479	-2.920000	0.000000	0.000000	0.000000
22.025414	-2.920000	0.000000	0.000000	0.000000
22.042369	-2.880000	0.000000	0.000000	0.000000
22.055332	-2.880000	0.000000	0.000000	0.000000
22.071146	-2.880000	0.000000	0.000000	0.000000
22.086070	-2.880000	0.000000	0.000000	0.000000
22.102025	-2.860000	0.000000	0.000000	0.000000
22.114992	-2.860000	0.000000	0.000000	0.000000
22.129952	-2.840000	0.000000	0.000000	0.000000
22.144912	-2.840000	0.000000	0.000000	0.000000
22.160648	-2.840000	0.000000	0.001000	0.000000
22.186577	-2.840000	0.000000	0.001000	0.000000
22.200538	-2.800000	0.000000	0.001000	0.000000
22.237438	-2.800000	0.000000	0.001000	0.000000
22.253400	-2.780000	0.000000	0.001000	0.000000
22.266624	-2.780000	0.000000	0.001000	0.000000
22.282581	-2.780000	0.000000	0.001000	0.000000
22.296548	-2.760000	0.000000	0.001000	0.000000
22.311505	-2.760000	0.000000	0.001000	0.000000
22.347409	-2.760000	0.000000	0.001000	0.000000
22.365462	-2.740000	0.000000	0.001000	-0.005000
22.396381	-2.740000	0.000000	0.001000	0.000000
22.411339	-2.700000	0.000000	0.001000	0.000000
22.428295	-2.700000	0.000000	0.001000	0.000000
22.442258	-2.700000	0.000000	0.001000	0.000000
22.456769	-2.680000	0.000000	0.001000	0.000000
22.469669	-2.680000	0.000000	0.001000	0.000000
22.508631	-2.660000	0.000000	0.001000	0.000000
22.524809	-2.660000	0.000000	0.001000	-0.005000
22.542475	-2.660000	0.000000	0.001000	0.000000
22.556901	-2.640000	0.000000	0.001000	0.000000
22.572838	-2.640000	0.000000	0.001000	0.000000
22.585803	-2.600000	0.000000	0.001000	0.000000
22.601761	-2.600000	0.000000	0.001000	0.000000
22.616721	-2.600000	0.000000	0.001000	0.000000
22.632679	-2.600000	0.000000	0.001000	0.000000
22.648635	-2.580000	0.000000	0.001000	0.000000
22.669130	-2.580000	0.000000	0.001000	0.000000
22.685826	-2.560000	0.000000	0.001000	0.000000
22.697792	-2.560000	0.000000	0.001000	0.000000
22.713749	-2.560000	0.000000	0.001000	0.000000
22.727714	-2.560000	0.000000	0.001000	0.000000
22.741710	-2.520000	0.000000	0.001000	0.000000
22.767793	-2.520000	0.000000	0.001000	0.000000
22.783013	-2.520000	0.000000	0.001000	0.000000
22.799709	-2.520000	0.000000	0.001000	0.000000
22.830661	-2.500000	0.000000	0.001000	0.000000
22.847579	-2.480000	0.000000	0.001000	0.000000
22.873024	-2.480000	0.000000	0.001000	0.000000
22.886988	-2.480000	0.000000	0.001000	0.000000
22.902943	-2.460000	0.000000	0.001000	0.000000
22.922890	-2.460000	0.000000	0.001000	0.000000
22.937850	-2.460000	0.000000	0.001000	0.000000
22.956812	-2.420000	0.000000	0.001000	0.000000
22.991706	-2.420000	0.000000	0.001000	0.000000
23.007671	-2.400000	0.000000	0.001000	0.000000
23.021897	-2.400000	0.000000	0.001000	0.000000
23.038618	-2.400000	0.000000	0.001000	0.000000
23.052583	-2.380000	0.000000	0.001000	0.000000
23.069498	-2.380000	0.000000	0.001000	0.000000
23.083462	-2.380000	0.000000	0.001000	0.000000
23.098462	-2.380000	0.000000	0.001000	0.000000
23.112385	-2.360000	0.000000	0.001000	0.000000
23.127386	-2.360000	0.000000	0.001000	0.000000
23.152279	-2.360000	0.000000	0.001000	0.000000
23.165242	-2.320000	0.000000	0.001000	0.000000
23.184192	-2.320000	0.000000	0.001000	0.000000
23.199152	-2.320000	0.000000	0.001000	0.000000
23.213402	-2.300000	0.000000	0.001000	0.000000
23.230080	-2.300000	0.000000	0.001000	-0.005000
23.245030	-2.300000	0.000000	0.001000	0.000000
23.258993	-2.280000	0.000000	0.001000	0.000000
23.274036	-2.280000	0.000000	0.001000	0.000000
23.290909	-2.280000	0.000000	0.001000	0.000000
23.313094	-2.280000	0.000000	0.001000	0.000000
23.325813	-2.260000	0.000000	0.001000	0.000000
23.344025	-2.260000	0.000000	0.001000	0.000000
23.356730	-2.220000	0.000000	0.001000	0.000000
23.374682	-2.220000	0.000000	0.001000	0.000000
23.387653	-2.220000	0.000000	0.001000	0.000000
23.406598	-2.220000	0.000000	0.001000	0.000000
23.424548	-2.200000	0.000000	0.001000	0.000000
23.439511	-2.200000	0.000000	0.001000	0.000000
23.452474	-2.200000	0.000000	0.001000	0.000000
23.474414	-2.200000	0.000000	0.001000	0.000000
23.492367	-2.180000	0.000000	0.001000	0.000000
23.505333	-2.180000	0.000000	0.001000	-0.005000
23.522287	-2.140000	0.000000	0.001000	-0.005000
23.566170	-2.140000	0.000000	0.001000	0.000000
23.583126	-2.120000	0.000000	0.001000	0.000000
23.601078	-2.120000	0.000000	0.001000	0.000000
23.634985	-2.100000	0.000000	0.001000	0.000000
23.649948	-2.100000	0.000000	0.001000	0.000000
23.672885	-2.100000	0.000000	0.001000	0.000000
23.685851	-2.080000	0.000000	0.001000	0.000000
23.717765	-2.040000	0.000000	0.001000	0.000000
23.729733	-2.040000	0.000000	0.001000	0.000000
23.749678	-2.040000	0.000000	0.001000	0.000000
23.767630	-2.040000	0.000000	0.001000	0.000000
23.795561	-2.020000	0.000000	0.001000	0.000000
23.812517	-2.020000	0.000000	0.001000	0.000000
23.833455	-2.000000	0.000000	0.001000	0.000000
23.850413	-2.000000	0.000000	0.001000	0.000000
23.874349	-2.000000	0.000000	0.001000	0.000000
23.890306	-1.980000	0.000000	0.001000	0.000000
23.920222	-1.980000	0.000000	0.001000	0.000000
23.933189	-1.940000	0.000000	0.001000	0.000000
23.957125	-1.940000	0.000000	0.001000	0.000000
23.974081	-1.940000	0.000000	0.001000	0.000000
23.987044	-1.920000	0.000000	0.001000	0.000000
24.003002	-1.920000	0.000000	0.001000	0.000000
24.018959	-1.920000	0.000000	0.001000	0.000000
24.032921	-1.900000	0.000000	0.001000	0.000000
24.051870	-1.900000	0.000000	0.001000	0.000000
24.064837	-1.900000	0.000000	0.001000	0.000000
24.078799	-1.900000	0.000000	0.001000	0.000000
24.117695	-1.860000	0.000000	0.001000	0.000000
24.130660	-1.860000	0.000000	0.001000	0.000000
24.148612	-1.840000	0.000000	0.001000	0.000000
24.164570	-1.840000	0.000000	0.001000	0.000000
24.180526	-1.840000	0.000000	0.001000	0.000000
24.195489	-1.820000	0.000000	0.001000	0.000000
24.209449	-1.820000	0.000000	0.001000	0.000000
24.224409	-1.820000	0.000000	0.001000	0.000000
24.238373	-1.820000	0.000000	0.001000	0.000000
24.252334	-1.800000	0.000000	0.001000	0.000000
24.279277	-1.800000	0.000000	0.001000	0.000000
24.295236	-1.760000	0.000000	0.001000	0.000000
24.311193	-1.760000	0.000000	0.001000	0.000000
24.327149	-1.760000	0.000000	0.001000	0.000000
24.342110	-1.760000	0.000000	0.001000	-0.005000
24.358067	-1.740000	0.000000	0.001000	-0.005000
24.373499	-1.740000	0.000000	0.001000	0.000000
24.387461	-1.720000	0.000000	0.001000	0.000000
24.402422	-1.720000	0.000000	0.001000	0.000000
24.440321	-1.720000	0.000000	0.001000	0.000000
24.463259	-1.700000	0.000000	0.001000	0.000000
24.475737	-1.700000	0.000000	0.001000	0.000000
24.493691	-1.660000	0.000000	0.001000	0.000000
24.506654	-1.660000	0.000000	0.001000	0.000000
24.523610	-1.660000	0.000000	0.001000	0.000000
24.537571	-1.660000	0.000000	0.001000	0.000000
24.554525	-1.640000	0.000000	0.001000	0.000000
24.570992	-1.640000	0.000000	0.001000	0.000000
24.600912	-1.620000	0.000000	0.001000	0.000000
24.617868	-1.620000	0.000000	0.001000	0.000000
24.630832	-1.620000	0.000000	0.001000	0.000000
24.645792	-1.600000	0.000000	0.001000	0.000000
24.663745	-1.600000	0.000000	0.001000	0.000000
24.677707	-1.600000	0.000000	0.001000	0.000000
24.710619	-1.560000	0.000000	0.001000	0.000000
24.723586	-1.560000	0.000000	0.001000	0.000000
24.761482	-1.540000	0.000000	0.001000	0.000000
24.778438	-1.540000	0.000000	0.001000	0.000000
24.791405	-1.540000	0.000000	0.001000	0.000000
24.805366	-1.520000	0.000000	0.001000	0.000000
24.823318	-1.520000	0.000000	0.001000	0.000000
24.840273	-1.520000	0.000000	0.001000	0.000000
24.853238	-1.480000	0.000000	0.001000	0.000000
24.867200	-1.480000	0.000000	0.001000	0.000000
24.899114	-1.460000	0.000000	0.001000	0.000000
24.923050	-1.460000	0.000000	0.001000	0.000000
24.936016	-1.460000	0.000000	0.001000	0.000000
24.956959	-1.440000	0.000000	0.001000	0.000000
24.972918	-1.440000	0.000000	0.001000	0.000000
24.988874	-1.440000	0.000000	0.001000	0.000000
25.005829	-1.420000	0.000000	0.001000	0.000000
25.021787	-1.420000	0.000000	0.001000	0.000000
25.036746	-1.420000	0.000000	0.001000	0.000000
25.048714	-1.380000	0.000000	0.001000	0.000000
25.065669	-1.380000	0.000000	0.001000	0.000000
25.083622	-1.380000	0.000000	0.001000	0.000000
25.099578	-1.380000	0.000000	0.001000	0.000000
25.113542	-1.360000	0.000000	0.001000	0.000000
25.126505	-1.360000	0.000000	0.001000	0.000000
25.142463	-1.340000	0.000000	0.001000	0.000000
25.162414	-1.340000	0.000000	0.001000	0.000000
25.209291	-1.340000	0.000000	0.001000	0.000000
25.245189	-1.320000	0.000000	0.001000	0.000000
25.264140	-1.280000	0.000000	0.001000	0.000000
25.279100	-1.280000	0.000000	0.001000	0.000000
25.293061	-1.280000	0.000000	0.001000	0.000000
25.315013	-1.260000	0.000000	0.001000	0.000000
25.327967	-1.260000	0.000000	0.001000	0.000000
25.345920	-1.260000	0.000000	0.001000	0.000000
25.364870	-1.260000	0.000000	0.001000	0.000000
25.379834	-1.240000	0.000000	0.001000	0.000000
25.414738	-1.240000	0.000000	0.001000	0.000000
25.439672	-1.200000	0.000000	0.001000	0.000000
25.453631	-1.200000	0.000000	0.001000	0.000000
25.470589	-1.180000	0.000000	0.001000	0.000000
25.499511	-1.180000	0.000000	0.001000	0.000000
25.520455	-1.160000	0.000000	0.001000	0.000000
25.535414	-1.160000	0.000000	0.001000	0.000000
25.568331	-1.160000	0.000000	0.001000	0.000000
25.589272	-1.140000	0.000000	0.001000	0.000000
25.614203	-1.100000	0.000000	0.001000	0.000000
25.633151	-1.100000	0.000000	0.001000	0.000000
25.648112	-1.100000	0.000000	0.001000	0.000000
25.663075	-1.080000	0.000000	0.001000	-0.005000
25.679029	-1.080000	0.000000	0.001000	0.000000
25.693989	-1.080000	0.000000	0.001000	0.000000
25.727897	-1.060000	0.000000	0.001000	0.000000
25.741860	-1.060000	0.000000	0.001000	0.000000
25.774782	-1.040000	0.000000	0.001000	0.000000
25.792724	-1.040000	0.000000	0.001000	0.000000
25.809679	-1.000000	0.000000	0.001000	0.000000
25.823641	-1.000000	0.000000	0.001000	0.000000
25.838603	-1.000000	0.000000	0.001000	0.000000
25.853562	-1.000000	0.000000	0.001000	0.000000
25.868522	-0.980000	0.000000	0.001000	0.000000
25.900928	-0.960000	0.000000	0.001000	0.000000
25.915885	-0.960000	0.000000	0.001000	0.000000
25.939822	-0.960000	0.000000	0.001000	0.000000
25.956776	-0.960000	0.000000	0.001000	0.000000
25.971742	-0.920000	0.000000	0.001000	0.000000
25.993680	-0.920000	0.000000	0.001000	0.000000
26.019607	-0.900000	0.000000	0.001000	0.000000
26.050531	-0.900000	0.000000	0.001000	0.000000
26.071473	-0.880000	0.000000	0.001000	0.000000
26.106376	-0.880000	0.000000	0.001000	0.000000
26.124331	-0.860000	0.000000	0.001000	0.000000
26.138290	-0.860000	0.000000	0.001000	0.000000
26.155247	-0.820000	0.000000	0.001000	0.000000
26.171203	-0.820000	0.000000	0.001000	0.000000
26.185165	-0.820000	0.000000	0.001000	0.000000
26.211096	-0.820000	0.000000	0.001000	0.000000
26.227053	-0.800000	0.000000	0.001000	0.000000
26.241017	-0.800000	0.000000	0.001000	0.000000
26.257970	-0.780000	0.000000	0.001000	0.000000
26.271933	-0.780000	0.000000	0.001000	0.000000
26.289886	-0.780000	0.000000	0.001000	0.000000
26.302850	-0.780000	0.000000	0.001000	0.000000
26.315817	-0.760000	0.000000	0.001000	0.000000
26.332770	-0.760000	0.000000	0.001000	0.000000
26.348728	-0.760000	0.000000	0.001000	0.000000
26.371666	-0.720000	0.000000	0.001000	0.000000
26.384632	-0.720000	0.000000	0.001000	0.000000
26.401587	-0.720000	0.000000	0.001000	0.000000
26.417545	-0.720000	0.000000	0.001000	0.000000
26.433502	-0.700000	0.000000	0.001000	-0.005000
26.447464	-0.700000	0.000000	0.001000	0.000000
26.463421	-0.680000	0.000000	0.001000	0.000000
26.477383	-0.680000	0.000000	0.001000	0.000000
26.492343	-0.680000	0.000000	0.001000	0.000000
26.508302	-0.680000	0.000000	0.001000	0.000000
26.532237	-0.660000	0.000000	0.001000	0.000000
26.550189	-0.660000	0.000000	0.001000	-0.005000
26.564153	-0.620000	0.000000	0.001000	0.000000
26.581106	-0.620000	0.000000	0.001000	0.000000
26.599059	-0.620000	0.000000	0.001000	0.000000
26.615015	-0.600000	0.000000	0.001000	0.000000
26.632968	-0.600000	0.000000	0.001000	0.000000
26.657901	-0.600000	0.000000	0.001000	0.000000
26.673861	-0.580000	0.000000	0.001000	0.000000
26.693804	-0.580000	0.000000	0.001000	-0.005000
26.709765	-0.580000	0.000000	0.001000	0.000000
26.734698	-0.540000	0.000000	0.001000	0.000000
26.756638	-0.540000	0.000000	0.001000	0.000000
26.770601	-0.520000	0.000000	0.001000	0.000000
26.783566	-0.520000	0.000000	0.001000	0.000000
26.814490	-0.520000	0.000000	0.001000	0.000000
26.830448	-0.500000	0.000000	0.001000	0.000000
26.854383	-0.500000	0.000000	0.001000	0.005000
26.869343	-0.500000	0.000000	0.001000	0.000000
26.910237	-0.440000	0.000000	0.001000	0.000000
26.941154	-0.440000	0.000000	0.001000	0.000000
26.957109	-0.440000	0.000000	0.001000	0.000000
26.974062	-0.420000	0.000000	0.001000	0.000000
26.990021	-0.420000	0.000000	0.001000	0.000000
27.015965	-0.420000	0.000000	0.001000	0.000000
27.031907	-0.400000	0.000000	0.001000	0.000000
27.046868	-0.400000	0.000000	0.001000	0.000000
27.060832	-0.400000	0.000000	0.001000	0.000000
27.078782	-0.380000	0.000000	0.001000	0.000000
27.090750	-0.380000	0.000000	0.001000	0.000000
27.133639	-0.340000	0.000000	0.001000	0.000000
27.153584	-0.340000	0.000000	0.001000	0.000000
27.179515	-0.320000	0.000000	0.001000	0.000000
27.197740	-0.320000	0.000000	0.001000	0.000000
27.210706	-0.320000	0.000000	0.001000	0.000000
27.224669	-0.300000	0.000000	0.001000	0.000000
27.246610	-0.300000	0.000000	0.001000	0.000000
27.272541	-0.300000	0.000000	0.001000	0.000000
27.292486	-0.260000	0.000000	0.001000	0.000000
27.311436	-0.260000	0.000000	0.001000	0.000000
27.337436	-0.260000	0.000000	0.001000	-0.005000
27.357314	-0.240000	0.000000	0.001000	0.000000
27.372307	-0.240000	0.000000	0.001000	0.000000
27.389262	-0.220000	0.000000	0.001000	0.000000
27.407179	-0.220000	0.000000	0.001000	0.000000
27.423137	-0.220000	0.000000	0.001000	0.000000
27.441091	-0.220000	0.000000	0.001000	0.000000
27.456048	-0.200000	0.000000	0.001000	0.000000
27.473005	-0.200000	0.000000	0.001000	0.000000
27.499010	-0.160000	0.000000	0.001000	-0.005000
27.511901	-0.160000	0.000000	0.001000	0.000000
27.533041	-0.160000	0.000000	0.001000	-0.005000
27.549800	-0.140000	0.000000	0.001000	0.000000
27.565790	-0.140000	0.000000	0.001000	0.000000
27.580749	-0.140000	0.000000	0.001000	0.000000
27.594677	-0.120000	0.000000	0.001000	0.000000
27.613628	-0.120000	0.000000	0.001000	0.000000
27.630584	-0.120000	0.000000	0.001000	0.000000
27.659505	-0.100000	0.000000	0.001000	0.000000
27.677458	-0.100000	0.000000	0.001000	0.000000
27.692495	-0.060000	0.000000	0.001000	0.000000
27.708377	-0.060000	0.000000	0.001000	0.000000
27.722338	-0.060000	0.000000	0.001000	0.000000
27.750296	-0.060000	0.000000	0.001000	0.000000
27.766222	-0.040000	0.000000	0.001000	-0.005000
27.782210	-0.040000	0.000000	0.001000	0.000000
27.795142	-0.020000	0.000000	0.001000	0.000000
27.821141	-0.020000	0.000000	0.001000	0.000000
27.837030	-0.020000	0.000000	0.001000	0.000000
27.850993	0.000000	0.000000	0.001000	0.000000
27.870940	0.000000	0.000000	0.001000	0.000000
27.889890	0.000000	0.000000	0.001000	0.000000
27.902853	0.000000	0.000000	0.001000	0.000000
27.919808	0.000000	0.000000	0.001000	0.000000
27.932774	0.000000	0.000000	0.001000	0.000000
27.951723	0.000000	0.000000	0.001000	0.000000
27.981644	0.020000	0.000000	0.001000	0.000000
27.994609	0.020000	0.000000	0.001000	0.000000
28.027521	0.020000	0.000000	0.001000	0.000000
28.047468	0.020000	0.000000	0.001000	0.000000
28.068412	0.020000	0.000000	0.001000	0.000000
28.085365	0.020000	0.000000	0.001000	0.000000
28.098333	0.020000	0.000000	0.001000	0.000000
28.119280	0.020000	0.000000	0.001000	0.000000
28.148198	0.020000	0.000000	0.001000	0.000000
28.166149	0.020000	0.000000	0.001000	0.000000
28.179114	0.020000	0.000000	0.001000	0.000000
28.194077	0.020000	0.000000	0.001000	0.000000
28.210033	0.020000	0.000000	0.001000	0.000000
28.226988	0.020000	0.000000	0.001000	0.000000
28.246935	0.020000	0.000000	0.001000	0.000000
28.264884	0.020000	0.000000	0.001000	0.000000
28.278849	0.020000	0.000000	0.001000	0.000000
28.303810	0.020000	0.000000	0.001000	0.000000
28.317753	0.020000	0.000000	0.001000	0.000000
28.338703	0.020000	0.000000	0.001000	0.000000
28.355655	0.020000	0.000000	0.001000	0.000000
28.383577	0.020000	0.000000	0.001000	0.000000
28.400533	0.020000	0.000000	0.001000	0.000000
28.415493	0.020000	0.000000	0.001000	0.000000
28.428461	0.020000	0.000000	0.001000	0.000000
28.445417	0.020000	0.000000	0.001000	0.000000
28.477329	0.020000	0.000000	0.001000	0.000000
28.492288	0.020000	0.000000	0.001000	0.000000
28.508244	0.020000	0.000000	0.001000	0.000000
28.527195	0.020000	0.000000	0.001000	0.000000
28.543149	0.020000	0.000000	0.001000	0.000000
28.558111	0.020000	0.000000	0.001000	0.000000
28.573071	0.020000	0.000000	0.001000	0.000000
28.587034	0.020000	0.000000	0.001000	0.000000
28.602022	0.020000	0.000000	0.001000	0.000000
28.626931	0.020000	0.000000	0.001000	0.000000
28.639893	0.020000	0.000000	0.001000	0.000000
28.663829	0.020000	0.000000	0.001000	0.000000
28.677956	0.020000	0.000000	0.001000	0.000000
28.693747	0.020000	0.000000	0.001000	0.000000
28.707527	0.020000	0.000000	0.001000	0.000000
28.720459	0.020000	0.000000	0.001000	0.000000
28.736412	0.020000	0.000000	0.001000	0.000000
28.749378	0.020000	0.000000	0.001000	0.000000
28.786520	0.020000	0.000000	0.001000	0.000000
28.800243	0.020000	0.000000	0.001000	0.000000
28.836145	0.020000	0.000000	0.001000	0.000000
28.853100	0.020000	0.000000	0.001000	0.000000
28.869058	0.020000	0.000000	0.001000	0.000000
28.882028	0.020000	0.000000	0.001000	0.000000
28.893991	0.020000	0.000000	0.001000	0.000000
28.908952	0.020000	0.000000	0.001000	0.000000
28.927904	0.020000	0.000000	0.001000	0.000000
28.961815	0.020000	0.000000	0.001000	0.000000
28.976771	0.020000	0.000000	0.001000	0.000000
28.994734	0.020000	0.000000	0.001000	0.000000
29.011677	0.020000	0.000000	0.001000	0.000000
29.031625	0.020000	0.000000	0.001000	0.000000
29.048582	0.020000	0.000000	0.001000	0.000000
29.068524	0.020000	0.000000	0.001000	0.000000
29.082487	0.020000	0.000000	0.001000	0.000000
29.108418	0.020000	0.000000	0.001000	0.000000
29.129397	0.020000	0.000000	0.001000	0.000000
29.143325	0.020000	0.000000	0.001000	0.000000
29.155295	0.020000	0.000000	0.001000	0.000000
29.173245	0.020000	0.000000	0.001000	0.000000
29.189201	0.020000	0.000000	0.001000	0.000000
29.204162	0.020000	0.000000	0.001000	0.000000
29.217126	0.020000	0.000000	0.001000	0.000000
29.229095	0.020000	0.000000	0.001000	0.000000
29.269986	0.020000	0.000000	0.001000	0.000000
29.284947	0.020000	0.000000	0.001000	0.000000
29.297912	0.020000	0.000000	0.001000	0.000000
29.312904	0.020000	0.000000	0.001000	0.000000
29.325837	0.020000	0.000000	0.001000	0.000000
29.353022	0.020000	0.000000	0.001000	0.000000
29.369720	0.020000	0.000000	0.001000	0.000000
29.383944	0.020000	0.000000	0.001000	0.000000
29.399666	0.020000	0.000000	0.001000	0.000000
29.430590	0.020000	0.000000	0.001000	0.000000
29.446515	0.020000	0.000000	0.001000	0.000000
29.461510	0.020000	0.000000	0.001000	0.000000
29.477471	0.020000	0.000000	0.001000	0.000000
29.490396	0.020000	0.000000	0.001000	0.000000
29.506386	0.020000	0.000000	0.001000	0.000000
29.538269	0.020000	0.000000	0.001000	0.000000
29.552489	0.020000	0.000000	0.001000	0.000000
29.568223	0.020000	0.000000	0.000000	0.000000
29.592125	0.020000	0.000000	0.000000	0.000000
29.607957	0.020000	0.000000	0.000000	0.000000
29.620922	0.020000	0.000000	0.000000	0.000000
29.634887	0.020000	0.000000	0.000000	0.000000
29.675776	0.020000	0.000000	0.000000	0.000000
29.693730	0.020000	0.000000	0.000000	0.000000
29.709693	0.020000	0.000000	0.000000	0.000000
29.729639	0.020000	0.000000	0.000000	0.000000
29.760553	0.020000	0.000000	0.000000	0.000000
29.774520	0.020000	0.000000	0.000000	0.000000
29.790473	0.020000	0.000000	0.000000	0.000000
29.813413	0.020000	0.000000	0.000000	0.000000
29.825380	0.020000	0.000000	0.000000	0.000000
29.849319	0.020000	0.000000	0.000000	0.000000
29.863289	0.020000	0.000000	0.000000	0.000000
29.900181	0.020000	0.000000	0.000000	0.000000
29.915784	0.020000	0.000000	0.000000	0.000000
29.931741	0.020000	0.000000	0.000000	0.000000
29.946701	0.020000	0.000000	0.000000	0.000000
29.963655	0.020000	0.000000	0.000000	0.000000
29.977618	0.020000	0.000000	0.000000	0.000000
29.992579	0.020000	0.000000	0.000000	0.000000
30.009534	0.020000	0.000000	0.000000	0.000000
30.024494	0.020000	0.000000	0.000000	0.000000
30.038457	0.020000	0.000000	0.000000	0.000000
30.051420	0.020000	0.000000	0.000000	0.000000
30.074359	0.020000	0.000000	0.000000	0.000000
30.086327	0.020000	0.000000	0.000000	0.000000
30.103281	0.020000	0.000000	0.000000	0.000000
30.118621	0.020000	0.000000	0.000000	0.000000
30.132585	0.020000	0.000000	0.000000	0.000000
30.146547	0.020000	0.000000	0.000000	0.000000
30.167492	0.020000	0.000000	0.000000	0.000000
30.190430	0.020000	0.000000	0.000000	0.000000
30.206603	0.020000	0.000000	0.000000	0.000000
30.236510	0.020000	0.000000	0.001000	0.000000
30.250470	0.020000	0.000000	0.001000	0.000000
30.272411	0.020000	0.000000	0.001000	0.000000
30.284379	0.020000	0.000000	0.001000	0.000000
30.302336	0.020000	0.000000	0.001000	0.000000
30.317294	0.020000	0.000000	0.001000	0.000000
30.339238	0.020000	0.000000	0.001000	0.000000
30.351200	0.020000	0.000000	0.001000	0.000000
30.368161	0.020000	0.000000	0.001000	0.000000
30.405056	0.020000	0.000000	0.001000	0.000000
30.421013	0.020000	0.000000	0.001000	0.000000
30.435974	0.020000	0.000000	0.001000	0.000000
30.454925	0.020000	0.000000	0.001000	0.000000
30.482850	0.020000	0.000000	0.001000	0.000000
30.497809	0.020000	0.000000	0.001000	0.000000
30.513765	0.020000	0.000000	0.001000	0.000000
30.530722	0.020000	0.000000	0.001000	0.000000
30.557649	0.020000	0.000000	0.001000	0.000000
30.573606	0.020000	0.000000	0.001000	0.000000
30.588565	0.020000	0.000000	0.001000	0.000000
30.604526	0.020000	0.000000	0.001000	0.000000
30.616491	0.020000	0.000000	0.001000	0.000000
30.633446	0.020000	0.000000	0.001000	0.000000
30.655393	0.020000	0.000000	0.001000	0.000000
30.668354	0.020000	0.000000	0.001000	0.000000
30.686306	0.020000	0.000000	0.001000	0.000000
30.718227	0.020000	0.000000	0.001000	0.000000
30.730187	0.020000	0.000000	0.001000	0.000000
30.747143	0.020000	0.000000	0.001000	0.000000
30.764099	0.020000	0.000000	0.001000	0.000000
30.778061	0.020000	0.000000	0.001000	0.000000
30.794015	0.020000	0.000000	0.001000	0.000000
30.826930	0.020000	0.000000	0.001000	0.000000
30.851861	0.020000	0.000000	0.001000	0.000000
30.879789	0.020000	0.000000	0.001000	0.000000
30.898738	0.020000	0.000000	0.001000	0.000000
30.911705	0.020000	0.000000	0.001000	0.000000
30.925664	0.020000	0.000000	0.001000	0.000000
30.942620	0.020000	0.000000	0.001000	0.000000
30.971545	0.020000	0.000000	0.001000	0.000000
30.990491	0.020000	0.000000	0.001000	0.000000
31.002460	0.020000	0.000000	0.001000	0.000000
31.014430	0.020000	0.000000	0.001000	0.000000
31.040358	0.020000	0.000000	0.001000	0.000000
31.055318	0.020000	0.000000	0.001000	0.000000
31.069281	0.020000	0.000000	0.001000	0.000000
31.086244	0.020000	0.000000	0.001000	0.000000
31.118149	0.020000	0.000000	0.001000	0.000000
31.133111	0.020000	0.000000	0.001000	0.000000
31.153058	0.020000	0.000000	0.001000	0.000000
31.168017	0.020000	0.000000	0.001000	0.000000
31.201928	0.020000	0.000000	0.001000	0.000000
31.219878	0.020000	0.000000	0.001000	0.000000
31.241817	0.020000	0.000000	0.001000	0.000000
31.254795	0.020000	0.000000	0.001000	0.000000
31.271739	0.020000	0.000000	0.001000	0.000000
31.295674	0.020000	0.000000	0.001000	0.000000
31.314628	0.020000	0.000000	0.001000	0.000000
31.334574	0.020000	0.000000	0.001000	0.000000
31.362496	0.020000	0.000000	0.001000	0.000000
31.379454	0.020000	0.000000	0.001000	0.000000
31.400402	0.020000	0.000000	0.001000	0.000000
31.415358	0.020000	0.000000	0.001000	0.000000
31.440410	0.020000	0.000000	0.001000	0.000000
31.460346	0.020000	0.000000	0.001000	0.000000
31.481289	0.020000	0.000000	0.001000	0.000000
31.495264	0.020000	0.000000	0.001000	0.000000
31.511209	0.020000	0.000000	0.001000	0.000000
31.524175	0.020000	0.000000	0.001000	0.000000
31.539169	0.020000	0.000000	0.001000	0.000000
31.554097	0.020000	0.000000	0.001000	0.000000
31.568056	0.020000	0.000000	0.001000	0.000000
31.584049	0.020000	0.000000	0.001000	0.000000
31.598977	0.020000	0.000000	0.001000	0.000000
31.612936	0.020000	0.000000	0.001000	0.000000
31.630889	0.020000	0.000000	0.001000	0.000000
31.646848	0.020000	0.000000	0.001000	0.000000
31.662806	0.020000	0.000000	0.001000	0.000000
31.683750	0.020000	0.000000	0.001000	0.000000
31.700737	0.020000	0.000000	0.001000	0.000000
31.714666	0.020000	0.000000	0.001000	0.000000
31.728630	0.020000	0.000000	0.001000	0.000000
31.743589	0.020000	0.000000	0.001000	0.000000
31.758549	0.020000	0.000000	0.001000	0.000000
31.773506	0.020000	0.000000	0.001000	0.000000
31.785478	0.020000	0.000000	0.001000	0.000000
31.798441	0.020000	0.000000	0.001000	0.000000
31.816394	0.020000	0.000000	0.001000	0.000000
31.845343	0.020000	0.000000	0.000000	0.000000
31.858347	0.020000	0.000000	0.000000	0.000000
31.876469	0.020000	0.000000	0.000000	0.000000
31.892191	0.020000	0.000000	0.000000	0.000000
31.907152	0.020000	0.000000	0.000000	0.000000
31.922111	0.020000	0.000000	0.000000	0.000000
31.936074	0.020000	0.000000	0.000000	0.000000
31.953318	0.020000	0.000000	0.000000	0.000000
31.965993	0.020000	0.000000	0.000000	0.000000
31.983242	0.020000	0.000000	0.000000	0.000000
32.005889	0.020000	0.000000	0.000000	0.000000
32.021883	0.020000	0.000000	0.000000	0.000000
