2019-08-06	¿ÀÀü 10:03
Function	Cp-Q
Auto Range	Enabled
Manual Impedance Range	100	Ohms
Signal Frequency	1000.000000	Hz
Signal Type	Voltage
Signal Level	1.000000
Measurement Time	Medium
Averaging Factor	1.000000
Sampling Rate	5.000000	Hz
Cp	Q
1.159960E-11	704.969000
1.160620E-11	649.926000
1.160160E-11	1214.020000
1.160630E-11	1523.880000
1.161250E-11	3224.530000
1.160620E-11	2449.640000
1.160920E-11	1521.730000
1.161410E-11	644.231000
1.161300E-11	1636.360000
1.161820E-11	845.820000
1.160690E-11	1794.660000
1.161330E-11	1523.550000
1.161080E-11	1269.240000
1.161050E-11	772.349000
1.161270E-11	5156.660000
1.161250E-11	3523.090000
1.161300E-11	787.462000
1.161730E-11	787.985000
1.161520E-11	1102.820000
1.160480E-11	2213.860000
1.160570E-11	1341.420000
1.160190E-11	673.125000
1.160820E-11	658.919000
1.161100E-11	797.521000
1.160690E-11	773.259000
1.160760E-11	1720.090000
1.160000E-11	1410.100000
1.160150E-11	1543.110000
1.161120E-11	727.410000
1.160850E-11	2251.660000
1.160100E-11	1162.550000
1.161470E-11	812.581000
1.160490E-11	745.241000
1.160590E-11	699.748000
1.160250E-11	12287.100000
1.160990E-11	1967.750000
1.160100E-11	1995.080000
1.160820E-11	9124.710000
1.160190E-11	1721.500000
1.161190E-11	564.523000
1.161250E-11	1194.690000
1.161710E-11	695.748000
1.160690E-11	2758.030000
1.159490E-11	646.134000
1.161560E-11	1098.690000
1.161350E-11	849.654000
1.160990E-11	1333.450000
1.161730E-11	1059.570000
1.161230E-11	873.723000
1.160340E-11	1409.190000
1.161580E-11	1554.470000
1.161540E-11	1277.020000
1.161430E-11	613.599000
1.160510E-11	3471.800000
1.160680E-11	3274.690000
1.161080E-11	927.170000
1.161600E-11	807.756000
1.160820E-11	572.667000
1.160530E-11	1291.820000
1.161020E-11	820.203000
1.161120E-11	514.916000
1.161730E-11	1176.130000
1.160140E-11	1352.000000
1.161220E-11	2785.310000
1.160650E-11	1186.410000
1.161300E-11	1735.620000
1.160640E-11	1922.020000
1.160750E-11	2344.830000
1.160170E-11	856.321000
1.160630E-11	1232.830000
1.160760E-11	1916.290000
1.161590E-11	1384.130000
1.160280E-11	1482.290000
1.161010E-11	583.623000
1.161580E-11	548.089000
1.161410E-11	7083.690000
1.161890E-11	838.689000
1.161640E-11	1562.440000
1.160650E-11	2750.310000
1.160580E-11	645.350000
1.161830E-11	760.506000
1.161150E-11	562.930000
1.161980E-11	865.380000
1.161170E-11	11163.300000
1.161560E-11	623.230000
1.161100E-11	2018.880000
1.161310E-11	1226.720000
1.161120E-11	1025.700000
1.161820E-11	1553.450000
1.160580E-11	668.502000
1.161640E-11	926.019000
1.161450E-11	3747.190000
1.160670E-11	14419.400000
1.160810E-11	764.105000
1.160030E-11	1233.450000
1.160520E-11	758.144000
1.161990E-11	785.943000
1.161270E-11	4904.230000
1.160270E-11	997.195000
1.160330E-11	1798.580000
1.160980E-11	592.815000
1.160450E-11	785.143000
1.160140E-11	1353.420000
1.160480E-11	3064.400000
1.160860E-11	1388.680000
1.160690E-11	916.961000
1.160390E-11	1156.690000
1.160710E-11	3102.260000
1.161510E-11	1179.250000
1.160740E-11	1245.900000
1.160420E-11	2566.330000
1.161090E-11	3031.280000
1.161830E-11	2543.180000
1.161430E-11	4169.050000
1.161030E-11	1630.740000
1.161380E-11	567.865000
1.161370E-11	2421.920000
1.161680E-11	856.993000
1.161010E-11	2928.150000
1.161810E-11	610.907000
1.161620E-11	2160.280000
1.161600E-11	1528.410000
1.160940E-11	2445.510000
1.160670E-11	10188.300000
1.161110E-11	1597.200000
1.161930E-11	1196.060000
1.161260E-11	2145.490000
1.160480E-11	776.554000
1.161210E-11	753.387000
1.161470E-11	827.151000
1.161590E-11	751.933000
1.161380E-11	908.108000
1.161380E-11	1600.680000
1.160600E-11	1261.820000
1.161850E-11	940.646000
1.161350E-11	666.337000
1.160860E-11	29776.000000
1.161350E-11	964.636000
1.161750E-11	1218.140000
1.161090E-11	839.001000
1.162110E-11	1997.540000
1.161500E-11	1249.540000
1.161710E-11	1075.610000
1.161430E-11	875.815000
1.161610E-11	1174.260000
1.161140E-11	2252.250000
1.160680E-11	1982.890000
1.161660E-11	630.836000
1.161190E-11	857.157000
1.161110E-11	646.258000
1.161770E-11	1359.570000
1.160770E-11	1156.800000
1.161720E-11	711.556000
1.160890E-11	836.140000
1.161260E-11	707.408000
1.162320E-11	1136.230000
1.161000E-11	799.657000
1.161640E-11	760.343000
1.161250E-11	1175.050000
1.161840E-11	1104.590000
1.161960E-11	1397.690000
1.161560E-11	729.904000
1.161110E-11	8517.540000
1.160420E-11	1644.830000
1.161890E-11	1409.100000
1.161810E-11	874.628000
1.161660E-11	623.759000
1.162010E-11	1219.100000
1.160770E-11	663.451000
1.160350E-11	701.723000
1.161630E-11	731.248000
1.161410E-11	675.534000
1.162000E-11	1788.210000
1.161090E-11	3145.660000
1.162180E-11	1393.550000
1.161500E-11	751.047000
1.161740E-11	2461.860000
1.161130E-11	2936.410000
1.161480E-11	845.927000
1.162030E-11	1159.580000
1.161100E-11	2278.660000
1.160520E-11	1285.760000
1.160980E-11	637.591000
1.161290E-11	1609.810000
1.161720E-11	1054.330000
1.161320E-11	1516.440000
1.161830E-11	1484.470000
1.160980E-11	667.383000
1.161820E-11	816.068000
1.161950E-11	1028.960000
1.160630E-11	2149.000000
1.161480E-11	4983.570000
1.161580E-11	1787.290000
1.162220E-11	744.279000
1.160610E-11	966.809000
1.160660E-11	1251.530000
1.161250E-11	32552.100000
1.161950E-11	1942.930000
1.161720E-11	752.173000
1.160730E-11	900.478000
1.160630E-11	1110.380000
1.160690E-11	2334.900000
1.161640E-11	1443.980000
1.160870E-11	1723.570000
1.160080E-11	852.101000
1.161670E-11	825.253000
1.160630E-11	4113.410000
1.162120E-11	2185.100000
1.160560E-11	1055.680000
1.161340E-11	1555.760000
1.160380E-11	2111.690000
1.160920E-11	2414.510000
1.160880E-11	817.030000
1.160620E-11	1172.380000
1.160470E-11	821.018000
1.160130E-11	2942.140000
1.161390E-11	705.447000
1.161880E-11	1532.020000
1.160870E-11	2663.320000
1.160360E-11	849.099000
1.160000E-11	1518.920000
1.160100E-11	763.094000
1.160800E-11	1386.370000
1.162020E-11	-3637.020000
1.162180E-11	1034.650000
1.162920E-11	1245.880000
1.162990E-11	1281.480000
1.163000E-11	1578.780000
1.162580E-11	1423.700000
1.162710E-11	709.333000
1.161480E-11	1245.730000
1.162610E-11	677.433000
1.161620E-11	1821.750000
1.162280E-11	1899.830000
1.162620E-11	2341.020000
1.162760E-11	1528.900000
1.161930E-11	2087.220000
1.161400E-11	1463.590000
1.162790E-11	1961.950000
1.162930E-11	3173.010000
1.162550E-11	2106.110000
1.162260E-11	753.819000
1.162700E-11	944.705000
1.162190E-11	1781.400000
1.162530E-11	1676.400000
1.163190E-11	10065.500000
1.161820E-11	1395.860000
1.162720E-11	951.833000
1.162270E-11	1539.510000
1.162770E-11	1216.790000
1.162170E-11	1959.660000
1.161660E-11	876.363000
1.162560E-11	1604.400000
1.162390E-11	113224.000000
1.162290E-11	758.043000
1.162370E-11	1056.870000
1.161600E-11	1488.360000
1.162540E-11	3314.680000
1.162770E-11	624.407000
1.163760E-11	617.049000
1.163690E-11	1083.640000
1.162420E-11	1172.060000
1.162820E-11	1663.160000
1.162060E-11	996.258000
1.163180E-11	675.465000
1.163030E-11	4155.140000
1.162380E-11	1249.660000
1.162160E-11	1567.130000
1.162280E-11	606.495000
1.162820E-11	702.090000
1.162060E-11	984.882000
1.163570E-11	1249.570000
1.162940E-11	617.920000
1.163450E-11	981.723000
1.162870E-11	692.325000
1.162010E-11	853.314000
1.162990E-11	1017.460000
1.163040E-11	1027.910000
1.162900E-11	1315.060000
1.161920E-11	1075.170000
1.161980E-11	928.233000
1.161300E-11	973.761000
1.161730E-11	699.268000
1.161320E-11	1820.480000
1.160840E-11	816.029000
1.160630E-11	939.236000
1.162100E-11	705.926000
1.162430E-11	669.742000
1.161830E-11	750.614000
1.161310E-11	870.100000
1.162790E-11	1247.080000
1.162640E-11	2037.140000
1.162470E-11	670.994000
1.161860E-11	852.978000
1.162790E-11	1410.560000
1.162610E-11	654.309000
1.162230E-11	2935.970000
1.163020E-11	675.687000
1.161770E-11	764.069000
1.162570E-11	868.082000
1.162100E-11	802.715000
1.161660E-11	1284.280000
1.163030E-11	1227.590000
1.162080E-11	871.243000
1.163120E-11	1159.460000
1.162660E-11	2895.110000
1.162950E-11	821.841000
1.162370E-11	659.181000
1.162600E-11	1586.660000
1.162350E-11	1414.430000
1.163240E-11	1042.390000
1.162930E-11	753.975000
1.161770E-11	2992.450000
1.161160E-11	1155.230000
1.162400E-11	670.701000
1.163070E-11	1358.470000
1.162990E-11	818.277000
1.162640E-11	2762.220000
1.162410E-11	2060.840000
1.161940E-11	680.481000
1.163010E-11	-7257.650000
1.163570E-11	1249.060000
1.164240E-11	4515.230000
1.163290E-11	978.335000
1.164450E-11	2424.560000
1.164380E-11	1621.510000
1.164210E-11	3508.830000
1.163390E-11	1428.130000
1.164250E-11	1184.530000
1.164880E-11	2195.500000
1.164000E-11	938.678000
1.164520E-11	-15009.100000
1.163540E-11	2018.350000
1.162760E-11	1361.220000
1.163330E-11	2182.050000
1.163540E-11	2408.510000
1.162980E-11	1107.990000
1.163100E-11	707.588000
1.162700E-11	1658.430000
1.163760E-11	1529.700000
1.162830E-11	1912.620000
1.162530E-11	4334.310000
1.163080E-11	1231.580000
1.163760E-11	3281.630000
1.162520E-11	1049.750000
1.164320E-11	1384.410000
1.162840E-11	3671.610000
1.163490E-11	1870.380000
1.162520E-11	875.908000
1.163170E-11	700.304000
1.163930E-11	699.049000
1.162770E-11	1214.110000
1.162660E-11	1570.250000
1.162890E-11	1999.940000
1.162810E-11	716.312000
1.163750E-11	963.116000
1.162790E-11	9000.860000
1.163610E-11	3322.020000
1.162700E-11	1369.310000
1.162520E-11	878.442000
1.162840E-11	1746.500000
1.161940E-11	1972.720000
1.161770E-11	997.098000
1.161060E-11	689.516000
1.160090E-11	660.383000
1.156440E-11	4865.560000
